Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6744,5976,9525,15742,7126,9589,54702,0,0,1,1,0,1,3,2538,2750,768,1792,1554,909,1000,827,64,725,463,85,0,0,0,0,1,0,2
2,6614,6068,9556,15752,7099,9456,54545,2,0,0,1,1,0,4,2490,2858,760,1891,1590,812,1008,844,79,765,473,74,2,1,1,0,1,14.3,6
3,6557,6181,9573,15750,7126,9434,54621,5,0,0,0,0,0,5,2440,2844,749,1834,1561,899,935,824,75,720,493,81,1,0,1,0,3,14.3,9
4,6652,6080,9487,15862,6884,9498,54463,3,0,0,1,0,0,4,2459,2859,820,1907,1596,828,972,867,81,753,454,87,1,0,1,0,2,14.3,10
5,6623,6065,9382,15566,7119,9382,54137,0,0,0,1,0,0,1,2433,2891,730,1838,1553,830,967,901,62,746,464,92,1,0,1,0,0,14.3,10
1,6730,5988,9505,15799,7135,9524,54681,0,0,1,2,0,0,3,2502,2832,726,1824,1543,855,981,844,81,734,464,80,0,0,0,0,2,0,3
2,6583,6150,9552,15756,7089,9451,54581,0,1,0,1,0,0,2,2511,2877,756,1830,1502,852,1022,858,86,709,454,101,0,0,0,0,1,7.1,5
3,6525,6225,9384,15810,6990,9352,54286,2,0,0,0,0,1,3,2442,2917,734,1821,1535,833,994,866,66,711,436,88,2,0,0,0,1,7.1,8
4,6621,5997,9589,15853,6955,9352,54367,0,0,0,0,1,0,1,2490,2890,804,1942,1526,849,968,887,86,758,471,78,0,0,0,0,1,7.1,8
5,6473,6066,9476,15888,6977,9545,54425,0,0,0,1,0,0,1,2420,2847,725,1865,1573,860,1000,884,72,756,456,85,0,0,0,0,1,7.1,11
6,6505,5998,9439,15823,7103,9507,54375,0,0,0,2,1,1,4,2466,2862,756,1886,1585,839,906,852,78,784,476,76,0,0,0,0,4,11.4,16
7,6416,6058,9582,15928,7068,9466,54518,1,1,1,2,1,3,9,2418,2846,773,1856,1527,831,1026,893,89,751,441,68,2,0,0,0,3,13,28
8,6409,6079,9599,16018,7077,9547,54729,2,0,0,4,1,1,8,2436,2885,779,1837,1577,851,981,907,76,740,458,71,1,1,1,0,5,18.1,37
9,6396,6022,9757,16128,7098,9623,55024,6,1,1,4,0,1,13,2403,2773,801,1898,1555,901,948,821,86,724,491,84,3,0,1,0,7,27.5,50
10,6482,6203,9618,16159,7149,9690,55301,14,0,0,2,0,1,17,2359,2880,787,1926,1647,854,953,874,88,806,489,97,4,3,1,0.001,11,27.5,63
11,6651,6055,9763,16084,7174,9558,55285,13,1,0,2,2,1,19,2457,2818,788,1909,1618,893,996,827,86,763,472,108,8,4,1,0.001,10,27.5,77
12,6587,6257,9544,16088,7005,9554,55035,9,0,0,2,2,0,13,2444,2973,780,1892,1526,826,1005,901,83,783,463,83,3,2,1,0.001,7,27.7,87
13,6590,6082,9430,16010,7069,9688,54869,3,1,1,4,1,1,11,2364,2886,742,1878,1605,878,983,911,84,768,484,81,4,1,1,0,3,27.7,93
14,6636,6070,9575,16019,7219,9556,55075,2,3,2,6,1,1,15,2454,2853,782,1940,1579,834,966,838,71,775,449,93,4,1,1,0,10,27.7,107
15,6577,6054,9702,16127,7125,9728,55313,5,1,1,6,4,0,17,2446,2800,693,1923,1603,847,1000,826,78,760,486,79,5,3,1,0.001,9,35.7,126
16,6585,6285,9695,16129,7197,9580,55471,5,0,2,11,2,2,22,2441,2922,793,1907,1607,844,930,853,82,756,502,81,3,1,1,0,13,36.9,145
17,6672,6142,9599,16030,7128,9535,55106,3,3,4,15,4,13,42,2476,2862,800,1834,1586,881,1005,843,81,736,474,93,10,2,1,0.001,13,36.9,187
18,6638,6117,9810,16172,7032,9588,55357,2,5,9,16,9,7,48,2477,2306,779,1920,1554,878,964,689,71,733,419,98,7,4,1,0.001,24,36.9,232
19,7133,6231,9504,16135,7048,9619,55670,10,6,7,27,6,5,61,2623,2356,808,1933,1552,869,1017,707,72,820,483,84,11,2,1,0.001,29,52.2,298
20,7456,6037,9613,16098,7155,9539,55898,22,9,15,36,14,15,111,2757,2268,767,1903,1534,860,1117,664,72,745,432,90,18,4,1,0.001,55,52.2,411
21,7547,6163,9567,16163,7071,9753,56264,39,11,17,65,11,26,169,2862,2313,783,1980,1540,877,1116,707,72,821,471,89,32,7,1,0.002,75,52.2,569
22,7646,6076,9597,15946,7222,9533,56020,54,21,29,91,22,21,238,2837,2260,770,1880,1597,845,1111,654,86,761,462,99,54,19,1,0.006,110,55,804
23,7717,6127,9692,16122,7125,9539,56322,86,44,43,132,36,48,389,2852,2232,755,1924,1620,885,1162,684,68,796,494,97,92,29,1,0.009,162,55,1177
24,7782,6206,9673,15933,6978,9453,56025,179,44,49,190,60,52,574,2846,2262,796,1884,1483,829,1156,679,70,761,429,81,124,44,1,0.014,254,55,1709
25,7862,6172,9512,15848,7060,9544,55998,281,73,67,300,98,117,936,2921,2270,720,1924,1506,817,1135,660,76,739,467,70,205,68,1,0.022,363,55,2584
1,6747,5959,9442,15854,7147,9545,54694,0,2,0,0,0,0,2,2523,2731,772,1870,1600,870,1025,834,97,797,485,100,1,1,1,0,1,0,1
2,6645,6034,9405,15759,7077,9387,54307,3,0,0,0,0,1,4,2466,2839,772,1855,1559,805,1013,860,68,771,487,67,2,0,1,0,2,2,5
3,6566,5960,9312,15687,7043,9584,54152,0,0,0,1,2,0,3,2438,2796,750,1890,1465,832,960,843,77,753,407,68,0,0,1,0,2,2.2,7
4,6531,5980,9553,15876,7178,9485,54603,0,1,3,8,0,2,14,2420,2774,722,1900,1553,852,941,786,66,760,449,93,1,1,1,0,7,3.2,23
5,6513,6105,9445,16032,6967,9570,54632,2,4,4,14,4,2,30,2432,2860,763,1908,1524,907,959,853,74,757,438,76,5,1,1,0,12,5.1,54
6,6554,5941,9601,15930,7037,9611,54674,10,2,5,18,5,4,44,2448,2813,786,1892,1544,898,964,825,104,731,465,90,10,4,1,0.001,17,8.5,95
7,6425,6082,9333,15928,7078,9342,54188,10,4,3,31,3,9,60,2388,2820,747,1894,1558,828,972,857,65,765,459,76,9,2,1,0.001,26,12.2,158
8,6480,5967,9282,15915,6907,9431,53982,16,7,7,38,10,12,90,2424,2790,764,1875,1450,806,934,794,89,772,441,108,13,5,1,0.002,34,15.8,243
9,6414,6033,9398,15897,7011,9382,54135,17,18,11,56,16,19,137,2426,2885,785,1806,1543,853,957,865,76,765,448,93,31,5,1,0.002,41,17.3,370
10,6342,5999,9491,15873,6916,9520,54141,29,17,26,76,17,24,189,2330,2771,756,1823,1468,892,890,848,71,691,457,83,33,13,1,0.004,68,35.8,566
11,6458,6035,9552,15946,7075,9448,54514,36,33,26,95,26,26,242,2410,2780,760,1956,1570,862,986,824,88,754,506,81,60,22,1,0.007,87,35.8,806
12,6550,6067,9443,15912,6942,9439,54353,75,24,46,114,33,30,322,2439,2864,727,1813,1529,888,940,887,88,771,466,74,63,27,1,0.008,118,35.8,1130
13,6509,6074,9378,15976,6919,9545,54401,107,40,53,165,41,55,461,2417,2869,742,1864,1519,857,989,843,77,716,447,82,100,35,1,0.011,161,35.8,1582
14,6480,5994,9409,15893,7044,9553,54373,136,62,53,207,58,80,596,2392,2828,813,1824,1494,920,909,822,87,756,461,92,133,47,1,0.015,202,43,2158
15,6443,5988,9524,16012,7034,9482,54483,179,64,77,281,89,96,786,2386,2848,776,1837,1551,869,922,801,76,734,480,77,169,61,1,0.02,262,52,2951
16,6313,5964,9412,15907,6938,9572,54106,213,83,97,346,117,131,987,2350,2854,746,1885,1483,821,958,847,80,709,470,72,207,63,1,0.02,318,52,3895
17,6272,5955,9399,15734,7152,9482,53994,262,95,132,434,120,146,1189,2350,2862,744,1817,1565,822,939,872,75,736,455,83,236,78,1,0.025,404,62.6,5030
18,6204,6012,9574,15795,7001,9376,53962,308,144,144,546,182,193,1517,2261,2224,777,1887,1553,826,923,669,78,761,437,73,322,99,1,0.034,493,63.3,6485
19,6749,6022,9314,15560,6881,9194,53720,424,169,208,693,191,247,1932,2493,2204,745,1805,1581,833,1014,642,74,696,471,88,389,118,1,0.04,581,63.3,8364
20,7090,5888,9024,15127,6764,9232,53125,549,176,241,820,228,259,2273,2688,2181,725,1786,1509,841,1079,642,67,721,419,79,459,152,1,0.051,682,72,10567
21,7037,5614,8896,14820,6709,8799,51875,604,236,266,889,290,313,2598,2630,2069,724,1751,1532,769,1105,614,66,698,448,81,528,187,1,0.062,775,72,13133
22,6893,5520,8750,14510,6387,8787,50847,673,291,311,955,292,352,2874,2543,2009,669,1638,1412,744,1024,617,63,607,416,73,581,184,1,0.066,903,72.1,15909
23,6783,5445,8367,14170,6354,8508,49627,772,273,296,1075,327,377,3120,2500,1969,676,1692,1438,781,1021,592,67,698,405,62,680,242,1,0.085,997,72.2,18833
24,6690,5244,8155,13703,6069,8237,48098,799,341,369,1186,377,422,3494,2466,1928,682,1643,1390,781,982,563,70,653,427,81,733,241,1,0.087,1132,72.2,22208
25,6461,5035,8006,13197,5886,7917,46502,898,351,429,1403,391,507,3979,2414,1881,587,1559,1275,715,1030,568,68,611,392,62,838,279,1,0.102,1238,73.2,26001
1,6729,6014,9452,15822,7104,9391,54512,0,1,0,0,0,0,1,2550,2775,747,1871,1602,835,979,812,73,755,478,94,0,0,0,0,1,0,0
1,6723,5994,9565,15803,7082,9564,54731,0,1,0,0,0,0,1,2473,2870,772,1809,1583,855,942,842,74,699,474,77,1,0,0,0,0,0,0
1,6745,6027,9470,15894,7063,9508,54707,0,0,1,1,0,1,3,2461,2805,719,1848,1576,881,918,802,74,713,483,89,0,0,0,0,0,0,2
2,6690,6077,9437,15826,7051,9507,54588,0,1,0,1,0,1,3,2531,2910,768,1890,1595,845,1008,881,92,784,515,79,0,0,0,0,1,0,5
3,6599,6031,9313,15645,7050,9477,54115,3,0,0,2,0,0,5,2388,2829,701,1885,1541,864,948,821,80,742,451,91,0,0,0,0,4,2,9
4,6626,5987,9514,15815,7072,9475,54489,3,0,1,2,0,1,7,2436,2900,807,1869,1540,859,958,865,75,760,459,77,1,1,1,0,4,3.6,11
5,6476,5997,9524,15916,7008,9406,54327,2,4,1,5,2,1,15,2412,2750,768,1896,1532,905,983,820,75,753,456,96,3,1,1,0,8,13.6,29
6,6476,6057,9650,15908,6914,9629,54634,5,2,0,8,4,4,23,2450,2784,745,1875,1408,882,974,830,63,761,437,91,4,2,1,0.001,10,14.6,51
7,6478,6212,9589,16013,7127,9483,54902,13,1,2,19,4,5,44,2329,2899,775,1905,1605,876,965,847,85,741,467,98,8,2,1,0.001,21,15.3,95
8,6670,6104,9651,16030,6972,9508,54935,21,3,10,26,4,8,72,2506,2840,776,1889,1559,825,984,851,87,802,472,94,14,4,1,0.001,23,15.3,161
9,6654,6214,9520,16006,7106,9620,55120,26,12,15,35,9,14,111,2436,2956,790,1946,1575,883,988,878,87,764,457,90,21,12,1,0.004,40,28,278
10,6656,6069,9489,16037,7150,9511,54912,35,18,16,60,18,13,160,2513,2829,771,1800,1616,859,963,894,85,689,503,91,36,10,1,0.003,65,29.1,426
