Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6697,5936,9491,15824,7124,9630,54702,0,1,0,0,0,0,1,2473,2777,750,1786,1571,868,997,805,80,746,469,70,0,0,0,0,1,0,0
2,6577,6042,9633,15790,7107,9578,54727,1,0,0,0,0,0,1,2495,2815,742,1857,1553,832,981,829,87,739,497,92,1,0,0,0,0,1,0
1,6747,5955,9434,15745,7095,9446,54422,0,0,1,1,0,1,3,2480,2868,776,1874,1518,878,1015,863,74,732,437,80,1,1,1,0,1,0,2
2,6560,6047,9252,15647,6958,9474,53938,1,0,0,1,1,0,3,2385,2821,756,1776,1557,835,958,796,80,688,465,72,0,0,1,0,3,5.4,4
3,6604,5957,9449,15576,7151,9313,54050,1,0,1,2,0,0,4,2494,2861,745,1795,1541,780,1014,864,85,717,431,80,0,0,1,0,2,6.4,8
4,6434,6100,9368,15837,6965,9498,54202,0,0,0,2,0,0,2,2402,2938,770,1892,1496,839,1001,879,87,723,457,69,0,0,1,0,1,6.4,10
5,6456,5914,9555,15832,7120,9387,54264,1,0,0,2,1,0,4,2333,2794,737,1808,1545,809,927,862,65,686,473,85,0,0,1,0,2,6.4,15
6,6489,6085,9515,15991,6963,9661,54704,1,1,0,2,1,3,8,2369,2880,751,1871,1534,893,944,856,83,736,454,98,1,1,1,0,3,6.4,23
7,6514,6056,9512,15886,7143,9496,54607,3,0,0,2,0,0,5,2434,2843,781,1839,1593,864,950,854,82,729,477,92,0,0,1,0,4,6.4,27
8,6512,6087,9606,15934,7020,9552,54711,4,1,0,3,2,2,12,2415,2843,794,1849,1533,850,934,782,77,714,449,83,1,1,1,0,6,7.1,42
9,6553,6089,9515,15826,7050,9529,54562,9,1,3,7,2,3,25,2453,2849,776,1841,1535,925,962,829,82,719,463,102,7,2,1,0.001,8,7.1,63
10,6549,6116,9375,15964,7072,9616,54692,6,1,5,6,4,3,25,2415,2880,775,1854,1523,893,964,867,70,731,463,84,8,4,1,0.001,10,18.4,90
11,6576,5966,9711,16111,7154,9587,55105,5,4,0,14,3,7,33,2441,2832,790,1920,1543,798,992,820,88,798,467,83,3,0,1,0,18,28.3,129
12,6447,6218,9576,16203,7118,9688,55250,14,4,9,23,11,10,71,2356,2950,769,1884,1565,808,905,856,75,753,478,78,17,7,1,0.002,27,28.3,195
13,6586,6017,9709,16126,7200,9606,55244,15,10,8,40,13,20,106,2486,2891,799,1876,1585,864,1021,869,66,741,484,92,20,11,1,0.003,41,28.9,308
14,6449,6157,9572,16269,7119,9775,55341,24,16,10,64,16,27,157,2383,2924,741,1860,1532,872,1009,893,84,773,446,81,29,15,1,0.005,69,28.9,461
15,6522,6133,9739,16211,7278,10004,55887,51,26,26,75,24,27,229,2396,2835,784,1925,1520,905,977,870,75,770,430,108,46,16,1,0.005,100,40.3,713
16,6634,6241,9821,16245,7453,9652,56046,97,37,35,122,27,37,355,2473,2967,787,1910,1666,844,1039,892,71,805,508,80,89,31,1,0.009,125,40.3,1034
17,6599,6185,9727,16284,7128,9888,55811,129,39,38,173,39,56,474,2388,2955,786,1915,1571,886,942,848,75,755,472,82,93,34,1,0.011,179,40.3,1487
18,6664,6206,9788,16160,7325,9814,55957,168,50,64,253,57,108,700,2419,2075,775,1866,1669,847,973,604,78,737,508,85,142,55,1,0.018,256,40.3,2147
19,7425,6240,9802,16014,7236,9520,56237,241,99,98,363,122,103,1026,2764,2094,744,1842,1600,846,1096,619,63,717,486,81,181,67,1,0.022,380,40.3,3145
20,7789,6207,9565,16022,7045,9875,56503,412,121,140,536,149,160,1518,2835,2006,745,1910,1537,879,1105,604,83,768,443,93,337,127,1,0.041,507,40.3,4573
21,8094,6035,9352,15729,7292,9509,56011,538,164,195,714,224,250,2085,2957,2008,733,1870,1595,819,1165,618,81,731,507,83,427,143,1,0.045,643,70.3,6603
22,7969,5867,9409,15747,7031,9589,55612,601,243,279,912,279,369,2683,2983,1971,756,1876,1557,879,1184,602,74,740,456,90,535,183,1,0.058,781,70.3,9082
