Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6692,5945,9444,15770,7096,9558,54505,0,1,1,1,1,1,5,2478,3386,767,1787,1595,876,982,966,85,707,498,79,3,1,1,0,0,0,4
2,6023,6050,9491,15775,7002,9555,53896,0,1,0,4,1,0,6,2173,3367,725,1921,1554,875,856,978,71,776,472,74,1,1,1,0,3,1.4,8
3,5784,6035,9315,15551,7108,9502,53295,1,0,0,7,1,0,9,2121,3516,758,1830,1572,875,781,1040,63,746,500,72,1,0,1,0,5,3.2,14
4,5563,6008,9356,15788,7011,9465,53191,0,1,1,11,1,2,16,2085,3448,731,1963,1480,818,849,979,82,795,439,79,1,0,1,0,8,20,31
5,5343,6080,9446,15620,7100,9468,53057,4,4,3,9,3,2,25,2029,3481,790,1827,1542,828,830,1032,82,700,438,78,7,3,1,0.001,10,21.9,57
6,5271,5980,9479,15846,6977,9526,53079,6,6,4,11,4,4,35,1970,3413,727,1846,1546,856,800,979,76,745,467,81,6,0,1,0,15,21.9,93
7,5238,6046,9257,15776,7059,9645,53021,11,3,6,21,9,11,61,1897,3449,740,1845,1515,901,758,1073,69,755,470,103,3,2,1,0.001,25,21.9,156
8,5292,5919,9562,15877,7128,9545,53323,19,9,12,44,14,17,115,1914,3388,813,1880,1493,846,771,976,77,769,426,92,17,10,1,0.003,37,21.9,283
9,5293,6089,9525,16051,7126,9623,53707,24,15,18,58,15,22,152,1950,3430,795,1852,1621,908,824,987,64,757,453,97,29,7,1,0.002,46,28.4,429
10,5278,6088,9498,16075,7117,9543,53599,42,16,22,71,22,19,192,1939,3510,738,1938,1532,886,809,1044,76,738,465,96,38,15,1,0.005,71,31.1,631
11,5252,5990,9555,15936,7035,9582,53350,47,21,23,93,26,40,250,1982,3471,751,1914,1590,867,792,1064,67,782,452,92,54,22,1,0.007,75,31.1,864
12,5155,6086,9331,15669,7101,9470,52812,49,28,33,128,38,44,320,1962,3540,731,1942,1552,863,772,1060,72,757,487,75,66,17,1,0.005,97,58,1192
13,5127,5926,9313,15716,6940,9523,52545,50,42,57,157,46,63,415,1880,3379,759,1907,1529,889,763,1041,81,727,475,96,73,22,1,0.007,127,58,1591
14,5145,5987,9438,15599,7031,9375,52575,83,60,47,177,54,51,472,1891,3415,719,1883,1477,830,745,1041,87,733,410,101,98,38,1,0.012,152,58,2067
15,5180,6072,9436,15653,6996,9330,52667,117,45,59,199,54,77,551,1929,3441,782,1833,1548,819,760,1016,87,723,499,73,103,28,1,0.009,178,58,2615
16,5197,5980,9175,15672,6839,9367,52230,149,66,59,223,55,90,642,1980,3351,714,1888,1446,836,790,984,70,748,420,78,150,48,1,0.016,195,58,3251
17,5195,5892,9224,15563,6920,9492,52286,165,76,82,256,80,85,744,1946,3378,718,1824,1509,851,778,1021,58,722,493,79,162,57,1,0.018,253,75.2,4019
18,5069,5852,9391,15524,7041,9264,52141,190,84,85,297,101,103,860,1996,3309,761,1830,1528,839,790,990,87,717,441,63,190,74,1,0.024,281,83.5,4851
19,4937,6033,9345,15562,6802,9207,51886,203,99,102,334,91,112,941,1797,3499,769,1840,1451,790,727,1075,79,721,414,85,207,65,1,0.021,322,83.5,5791
20,4968,5876,9302,15432,6791,9256,51625,207,112,120,396,129,140,1104,1876,3338,741,1828,1483,847,766,1017,64,757,448,91,227,88,1,0.028,380,83.5,6897
21,4972,5922,9250,15320,6833,9142,51439,207,135,150,502,137,184,1315,1739,3315,772,1768,1530,849,709,1023,76,740,439,83,271,92,1,0.03,435,83.5,8184
22,5118,5795,9109,15166,6730,9014,50932,243,161,153,558,200,194,1509,1928,3329,717,1831,1529,797,801,1019,69,731,448,88,334,110,1,0.035,517,92.3,9695
23,4971,5751,8927,14823,6629,8975,50076,291,174,208,677,184,233,1767,1858,3352,727,1662,1461,804,726,1031,74,652,431,76,366,130,1,0.043,592,92.3,11425
24,4809,5592,8892,14718,6477,8740,49228,325,226,246,824,251,304,2176,1867,3167,703,1722,1379,774,736,929,65,665,396,74,460,152,1,0.053,723,97.4,13564
25,4711,5586,8648,14354,6304,8677,48280,404,266,284,943,250,327,2474,1773,3240,679,1794,1367,807,703,978,60,745,415,73,540,168,1,0.056,807,98,16059
1,6776,5981,9397,15845,7117,9546,54662,0,1,0,0,0,0,1,2497,3447,766,1826,1557,828,995,1011,99,727,466,93,1,0,0,0,0,0,0
1,6722,6039,9541,15843,7128,9586,54859,0,1,0,0,0,0,1,2482,3379,796,1827,1625,852,985,1042,85,721,473,95,0,0,0,0,1,0,0
2,6147,6111,9502,15774,7104,9501,54139,2,0,0,0,0,0,2,2282,3456,766,1876,1637,874,888,1034,95,761,483,81,0,0,0,0,2,3.2,2
3,5851,6035,9463,15621,6999,9349,53318,2,0,0,0,0,0,2,2139,3438,761,1872,1534,839,836,1014,71,769,492,76,1,1,1,0,1,4.1,3
4,5647,6005,9247,15615,6976,9472,52962,2,0,0,1,0,0,3,2075,3465,750,1863,1494,804,793,1034,69,757,427,80,1,0,1,0,2,4.1,5
5,5435,5952,9330,15674,7061,9377,52829,1,0,0,2,0,0,3,2013,3321,727,1837,1585,845,775,941,88,739,478,86,1,0,1,0,2,4.1,8
6,5375,5924,9384,15788,6986,9406,52863,0,1,0,4,1,1,7,1978,3408,756,1860,1572,789,775,974,86,731,508,79,2,1,1,0,4,5.4,17
7,5252,6030,9406,15704,7006,9371,52769,3,1,1,5,3,4,17,1920,3510,753,1769,1555,873,738,1053,90,733,460,75,5,1,1,0,7,9.4,36
8,5232,6053,9514,15786,6947,9443,52975,2,3,6,13,5,3,32,1929,3472,737,1821,1487,781,740,1055,69,709,432,91,4,1,1,0,14,27,70
9,5192,6067,9454,15804,7083,9503,53103,11,6,4,24,5,6,56,1955,3469,728,1823,1581,892,811,1035,72,696,460,91,17,5,1,0.002,25,37.4,121
10,5204,6075,9455,15954,7027,9609,53324,10,7,7,30,16,14,84,1936,3409,771,1893,1589,900,764,983,72,707,427,89,20,5,1,0.002,33,57.2,204
11,5286,6010,9572,15763,7151,9396,53178,11,15,22,55,20,19,142,1939,3409,781,1925,1580,847,762,977,77,790,477,90,27,7,1,0.002,56,57.8,353
12,5269,6111,9531,15720,6926,9372,52929,35,24,13,63,20,27,182,1926,3549,764,1839,1489,877,779,1038,63,735,448,70,39,14,1,0.004,80,59.2,535
13,5294,6142,9426,15631,6915,9369,52777,55,11,24,79,27,27,223,1964,3498,767,1896,1647,897,789,1060,72,756,476,83,46,18,1,0.006,94,59.2,737
14,5339,6054,9401,15555,6876,9405,52630,37,32,25,90,24,37,245,1983,3397,810,1789,1464,812,781,1003,76,739,416,94,61,21,1,0.007,99,59.2,1003
